Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Jan 1, 2020 12:00 AM;Jan 1, 2020 1:00 AM;577.00;455.75;123.25;0.00;12.00;1,315.00;536.25;18.00;355.25;126.00
Jan 1, 2020 1:00 AM;Jan 1, 2020 2:00 AM;577.00;464.50;126.00;0.00;12.00;1,317.75;454.25;18.00;70.75;126.00
Jan 1, 2020 2:00 AM;Jan 1, 2020 3:00 AM;577.00;484.25;157.50;0.00;12.00;1,317.50;421.75;18.00;185.25;126.00
Jan 1, 2020 3:00 AM;Jan 1, 2020 4:00 AM;577.00;491.50;162.50;0.00;12.00;1,317.00;426.50;18.00;53.00;126.00
Jan 1, 2020 4:00 AM;Jan 1, 2020 5:00 AM;577.00;449.75;195.25;0.00;12.00;1,318.00;431.50;18.00;79.25;126.00
Jan 1, 2020 5:00 AM;Jan 1, 2020 6:00 AM;577.00;442.00;258.50;0.00;12.00;1,316.75;430.75;18.00;115.75;126.00
Jan 1, 2020 6:00 AM;Jan 1, 2020 7:00 AM;577.00;444.00;306.75;0.00;12.00;1,318.50;426.25;18.00;183.75;126.00
Jan 1, 2020 7:00 AM;Jan 1, 2020 8:00 AM;577.00;443.00;321.25;0.00;12.00;1,315.25;435.25;18.00;83.00;126.00
Jan 1, 2020 8:00 AM;Jan 1, 2020 9:00 AM;577.00;438.00;355.50;63.25;12.00;1,316.00;436.50;18.00;38.25;126.00
Jan 1, 2020 9:00 AM;Jan 1, 2020 10:00 AM;577.00;456.00;333.50;567.25;12.00;1,316.00;443.50;18.00;53.75;126.00
Jan 1, 2020 10:00 AM;Jan 1, 2020 11:00 AM;577.00;486.75;334.50;1,003.25;12.00;1,316.75;437.75;18.00;37.00;126.00
Jan 1, 2020 11:00 AM;Jan 1, 2020 12:00 PM;577.00;475.50;266.25;1,334.00;12.00;1,318.25;427.25;18.00;91.75;126.00
Jan 1, 2020 12:00 PM;Jan 1, 2020 1:00 PM;577.00;466.50;151.00;1,537.00;12.00;1,317.75;429.50;18.00;56.25;126.00
Jan 1, 2020 1:00 PM;Jan 1, 2020 2:00 PM;577.00;471.50;143.50;1,403.75;12.00;1,315.75;423.25;18.00;8.00;126.00
Jan 1, 2020 2:00 PM;Jan 1, 2020 3:00 PM;577.00;450.25;88.75;1,002.25;12.00;1,317.25;443.50;18.00;256.25;126.00
Jan 1, 2020 3:00 PM;Jan 1, 2020 4:00 PM;577.00;438.00;105.75;393.25;12.00;1,319.25;624.50;18.00;443.00;126.00
Jan 1, 2020 4:00 PM;Jan 1, 2020 5:00 PM;577.00;435.25;136.25;27.00;12.00;1,318.25;742.50;18.00;478.00;126.00
Jan 1, 2020 5:00 PM;Jan 1, 2020 6:00 PM;577.00;434.00;198.00;0.00;12.00;1,316.00;778.75;18.00;216.25;126.00
Jan 1, 2020 6:00 PM;Jan 1, 2020 7:00 PM;577.00;425.25;326.00;0.00;12.00;1,317.00;605.75;18.00;392.50;126.00
Jan 1, 2020 7:00 PM;Jan 1, 2020 8:00 PM;577.00;426.00;376.50;0.00;12.00;1,320.00;454.00;18.00;277.75;126.00
Jan 1, 2020 8:00 PM;Jan 1, 2020 9:00 PM;577.00;424.50;346.00;0.00;12.00;1,318.75;435.00;18.00;273.50;126.00
Jan 1, 2020 9:00 PM;Jan 1, 2020 10:00 PM;577.00;431.75;287.50;0.00;12.00;1,319.50;424.00;18.00;319.75;126.00
Jan 1, 2020 10:00 PM;Jan 1, 2020 11:00 PM;577.00;484.25;227.75;0.00;12.00;1,319.50;420.75;18.00;600.25;126.00
Jan 1, 2020 11:00 PM;Jan 2, 2020 12:00 AM;577.00;426.25;230.25;0.00;12.00;1,318.00;425.75;18.00;354.50;126.00
Jan 2, 2020 12:00 AM;Jan 2, 2020 1:00 AM;577.00;452.00;263.75;0.00;12.00;1,319.00;392.25;18.00;128.00;126.00
Jan 2, 2020 1:00 AM;Jan 2, 2020 2:00 AM;577.00;458.00;169.25;0.00;12.00;1,321.00;402.25;18.00;66.75;126.00
Jan 2, 2020 2:00 AM;Jan 2, 2020 3:00 AM;577.00;484.75;93.00;0.00;12.00;1,320.75;388.00;18.00;10.75;126.00
Jan 2, 2020 3:00 AM;Jan 2, 2020 4:00 AM;577.00;476.25;71.50;0.00;12.00;1,321.00;389.00;18.00;28.75;126.00
Jan 2, 2020 4:00 AM;Jan 2, 2020 5:00 AM;577.00;448.00;87.75;0.00;12.00;1,321.50;397.50;18.00;2.00;126.00
Jan 2, 2020 5:00 AM;Jan 2, 2020 6:00 AM;577.00;434.50;101.25;0.00;12.00;1,322.25;415.00;18.00;28.75;126.00
Jan 2, 2020 6:00 AM;Jan 2, 2020 7:00 AM;577.00;454.50;120.00;0.00;12.00;1,323.50;465.50;18.00;28.25;126.00
Jan 2, 2020 7:00 AM;Jan 2, 2020 8:00 AM;577.00;496.25;136.25;0.00;12.00;1,325.00;543.25;18.00;169.00;126.00
Jan 2, 2020 8:00 AM;Jan 2, 2020 9:00 AM;577.00;501.75;126.00;37.25;12.00;1,324.75;519.50;18.00;981.50;126.00
Jan 2, 2020 9:00 AM;Jan 2, 2020 10:00 AM;577.00;492.25;109.00;340.75;12.00;1,324.50;581.00;18.00;785.75;126.00
Jan 2, 2020 10:00 AM;Jan 2, 2020 11:00 AM;577.00;517.75;99.25;603.25;12.00;1,324.00;622.25;18.00;1,250.75;126.00
Jan 2, 2020 11:00 AM;Jan 2, 2020 12:00 PM;577.00;454.00;81.25;801.00;12.00;1,324.50;769.25;18.00;735.75;126.00
Jan 2, 2020 12:00 PM;Jan 2, 2020 1:00 PM;577.00;478.75;87.00;929.25;12.00;1,325.00;776.75;18.00;721.00;126.00
Jan 2, 2020 1:00 PM;Jan 2, 2020 2:00 PM;577.00;476.00;72.75;850.25;12.00;1,324.50;780.50;18.00;760.25;126.00
Jan 2, 2020 2:00 PM;Jan 2, 2020 3:00 PM;577.00;511.75;90.00;597.50;12.00;1,324.25;773.75;18.00;686.25;126.00
Jan 2, 2020 3:00 PM;Jan 2, 2020 4:00 PM;577.00;496.50;108.25;237.75;12.00;1,324.50;767.75;18.00;593.00;126.00
Jan 2, 2020 4:00 PM;Jan 2, 2020 5:00 PM;577.00;524.25;128.25;18.00;12.00;1,323.75;749.50;18.00;575.00;126.00
Jan 2, 2020 5:00 PM;Jan 2, 2020 6:00 PM;577.00;504.25;161.75;0.00;12.00;1,322.50;854.75;18.00;463.75;126.00
Jan 2, 2020 6:00 PM;Jan 2, 2020 7:00 PM;577.00;532.00;163.00;0.00;12.00;1,322.50;1,037.00;18.00;689.00;126.00
Jan 2, 2020 7:00 PM;Jan 2, 2020 8:00 PM;577.00;542.00;201.25;0.00;12.00;1,322.00;990.50;18.00;326.50;126.00
Jan 2, 2020 8:00 PM;Jan 2, 2020 9:00 PM;577.00;533.25;280.25;0.00;12.00;1,321.00;1,004.00;18.00;370.75;126.00
Jan 2, 2020 9:00 PM;Jan 2, 2020 10:00 PM;577.00;556.25;349.25;0.00;12.00;1,319.00;902.00;18.00;177.25;126.00
Jan 2, 2020 10:00 PM;Jan 2, 2020 11:00 PM;577.00;520.75;389.00;0.00;12.00;1,319.75;872.75;18.00;70.75;126.00
Jan 2, 2020 11:00 PM;Jan 3, 2020 12:00 AM;577.00;483.50;461.75;0.00;12.00;1,318.50;902.00;18.00;128.50;126.00
Jan 3, 2020 12:00 AM;Jan 3, 2020 1:00 AM;577.00;514.50;512.25;0.00;12.00;1,315.25;842.50;18.00;52.00;126.00
Jan 3, 2020 1:00 AM;Jan 3, 2020 2:00 AM;577.00;463.75;567.00;0.00;12.00;1,319.00;868.75;18.00;54.25;126.00
Jan 3, 2020 2:00 AM;Jan 3, 2020 3:00 AM;577.00;461.75;581.50;0.00;12.00;1,315.00;777.25;18.00;89.00;126.00
Jan 3, 2020 3:00 AM;Jan 3, 2020 4:00 AM;577.00;409.50;602.75;0.00;12.00;1,317.00;832.75;18.00;3.75;126.00
Jan 3, 2020 4:00 AM;Jan 3, 2020 5:00 AM;577.00;447.75;618.50;0.00;12.00;1,316.50;838.00;18.00;0.50;126.00
Jan 3, 2020 5:00 AM;Jan 3, 2020 6:00 AM;577.00;491.75;653.00;0.00;12.00;1,316.00;910.75;18.00;2.25;126.00
Jan 3, 2020 6:00 AM;Jan 3, 2020 7:00 AM;577.00;420.50;759.75;0.00;12.00;1,316.75;916.00;18.00;2.00;126.00
Jan 3, 2020 7:00 AM;Jan 3, 2020 8:00 AM;577.00;445.75;723.00;0.00;12.00;1,316.25;1,047.00;18.00;17.50;126.00
Jan 3, 2020 8:00 AM;Jan 3, 2020 9:00 AM;577.00;545.50;734.50;25.50;12.00;1,317.00;1,308.75;18.00;19.50;126.00
Jan 3, 2020 9:00 AM;Jan 3, 2020 10:00 AM;577.00;431.25;809.75;336.75;12.00;1,316.75;1,463.50;18.00;226.00;126.00
Jan 3, 2020 10:00 AM;Jan 3, 2020 11:00 AM;577.00;445.75;824.50;629.25;12.00;1,317.50;1,481.75;18.00;199.75;126.00
Jan 3, 2020 11:00 AM;Jan 3, 2020 12:00 PM;577.00;448.25;897.75;838.75;12.00;1,317.50;1,472.25;18.00;218.75;126.00
Jan 3, 2020 12:00 PM;Jan 3, 2020 1:00 PM;577.00;439.75;941.00;942.50;12.00;1,317.00;1,480.25;18.00;612.50;126.00
Jan 3, 2020 1:00 PM;Jan 3, 2020 2:00 PM;577.00;432.75;971.25;615.50;12.00;1,316.50;1,411.75;18.00;363.75;126.00
Jan 3, 2020 2:00 PM;Jan 3, 2020 3:00 PM;577.00;574.00;963.25;347.00;12.00;1,317.50;1,280.25;18.00;118.50;126.00
Jan 3, 2020 3:00 PM;Jan 3, 2020 4:00 PM;577.00;504.75;1,030.75;141.50;12.00;1,315.75;1,296.50;18.00;508.00;126.00
Jan 3, 2020 4:00 PM;Jan 3, 2020 5:00 PM;577.00;559.00;1,140.75;7.75;12.00;1,314.25;1,300.75;18.00;697.75;126.00
Jan 3, 2020 5:00 PM;Jan 3, 2020 6:00 PM;577.00;457.00;1,189.75;0.00;12.00;1,314.50;1,421.50;18.00;803.50;126.00
Jan 3, 2020 6:00 PM;Jan 3, 2020 7:00 PM;577.00;545.25;1,262.75;0.00;12.00;1,314.50;1,595.50;18.00;934.75;126.00
Jan 3, 2020 7:00 PM;Jan 3, 2020 8:00 PM;577.00;480.00;1,307.00;0.00;12.00;1,311.50;1,591.00;18.00;1,015.50;126.00
Jan 3, 2020 8:00 PM;Jan 3, 2020 9:00 PM;577.00;438.50;1,293.50;0.00;12.00;1,309.75;1,647.25;18.00;888.75;126.00
Jan 3, 2020 9:00 PM;Jan 3, 2020 10:00 PM;577.00;493.25;1,256.00;0.00;12.00;1,311.00;1,537.25;18.00;682.25;126.00
Jan 3, 2020 10:00 PM;Jan 3, 2020 11:00 PM;577.00;426.00;1,193.25;0.00;12.00;1,310.25;1,355.75;18.00;264.00;126.00
Jan 3, 2020 11:00 PM;Jan 4, 2020 12:00 AM;577.00;438.50;1,113.25;0.00;12.00;1,309.25;1,297.25;18.00;101.25;126.00
Jan 4, 2020 12:00 AM;Jan 4, 2020 1:00 AM;577.00;455.75;1,006.75;0.00;12.00;1,310.25;1,048.25;18.00;216.00;126.00
Jan 4, 2020 1:00 AM;Jan 4, 2020 2:00 AM;577.00;437.75;900.25;0.00;12.00;1,314.25;779.75;18.00;141.25;126.00
Jan 4, 2020 2:00 AM;Jan 4, 2020 3:00 AM;577.00;431.75;820.25;0.00;12.00;1,315.00;721.75;18.00;153.00;126.00
Jan 4, 2020 3:00 AM;Jan 4, 2020 4:00 AM;577.00;424.50;666.25;0.00;12.00;1,315.75;703.25;18.00;10.75;126.00
Jan 4, 2020 4:00 AM;Jan 4, 2020 5:00 AM;577.00;407.50;487.50;0.00;12.00;1,316.50;698.00;18.00;25.25;126.00
Jan 4, 2020 5:00 AM;Jan 4, 2020 6:00 AM;577.00;407.50;418.00;0.00;12.00;1,316.25;704.75;18.00;0.25;126.00
Jan 4, 2020 6:00 AM;Jan 4, 2020 7:00 AM;577.00;410.75;436.50;0.00;12.00;1,318.75;707.00;18.00;4.50;126.00
Jan 4, 2020 7:00 AM;Jan 4, 2020 8:00 AM;577.00;409.00;427.50;0.00;12.00;1,317.00;904.75;18.00;4.50;126.00
Jan 4, 2020 8:00 AM;Jan 4, 2020 9:00 AM;577.00;423.50;534.25;14.75;12.00;1,317.50;1,218.50;18.00;107.75;126.00
Jan 4, 2020 9:00 AM;Jan 4, 2020 10:00 AM;577.00;424.00;609.50;251.25;12.00;1,317.75;1,443.50;18.00;191.50;126.00
Jan 4, 2020 10:00 AM;Jan 4, 2020 11:00 AM;577.00;505.75;631.50;578.00;12.00;1,317.50;1,207.50;18.00;66.75;126.00
Jan 4, 2020 11:00 AM;Jan 4, 2020 12:00 PM;577.00;433.00;649.75;820.75;12.00;1,317.50;1,235.25;18.00;353.50;126.00
Jan 4, 2020 12:00 PM;Jan 4, 2020 1:00 PM;577.00;409.50;731.50;843.75;12.00;1,317.50;1,191.50;18.00;244.50;126.00
Jan 4, 2020 1:00 PM;Jan 4, 2020 2:00 PM;577.00;408.75;864.00;553.75;12.00;1,317.00;1,182.75;18.00;253.25;126.00
Jan 4, 2020 2:00 PM;Jan 4, 2020 3:00 PM;577.00;411.25;914.25;307.50;12.00;1,318.00;1,178.50;18.00;42.50;126.00
Jan 4, 2020 3:00 PM;Jan 4, 2020 4:00 PM;577.00;413.00;1,048.00;133.75;12.00;1,317.75;1,081.25;18.00;59.50;126.00
Jan 4, 2020 4:00 PM;Jan 4, 2020 5:00 PM;577.00;433.50;1,066.75;12.25;12.00;1,318.00;1,102.50;18.00;110.75;126.00
Jan 4, 2020 5:00 PM;Jan 4, 2020 6:00 PM;577.00;466.75;1,040.75;0.00;12.00;1,318.50;1,378.50;18.00;89.75;126.00
Jan 4, 2020 6:00 PM;Jan 4, 2020 7:00 PM;577.00;527.00;1,037.25;0.00;12.00;1,318.50;1,272.00;18.00;374.00;126.00
Jan 4, 2020 7:00 PM;Jan 4, 2020 8:00 PM;577.00;461.00;1,019.25;0.00;12.00;1,318.00;1,030.25;18.00;610.75;126.00
Jan 4, 2020 8:00 PM;Jan 4, 2020 9:00 PM;577.00;404.25;1,040.75;0.00;12.00;1,317.75;1,479.00;18.00;251.00;126.00
Jan 4, 2020 9:00 PM;Jan 4, 2020 10:00 PM;577.00;411.00;1,016.00;0.00;12.00;1,318.25;1,700.75;18.00;560.25;126.00
Jan 4, 2020 10:00 PM;Jan 4, 2020 11:00 PM;577.00;409.00;974.25;0.00;12.00;1,321.00;1,713.00;18.00;582.50;126.00
Jan 4, 2020 11:00 PM;Jan 5, 2020 12:00 AM;577.00;420.00;912.50;0.00;12.00;1,319.00;1,423.00;18.00;527.25;126.00
Jan 5, 2020 12:00 AM;Jan 5, 2020 1:00 AM;577.00;425.00;829.50;0.00;12.00;1,319.75;823.00;18.00;92.25;126.00
Jan 5, 2020 1:00 AM;Jan 5, 2020 2:00 AM;577.00;422.25;722.75;0.00;12.00;1,319.75;790.00;18.00;65.00;126.00
Jan 5, 2020 2:00 AM;Jan 5, 2020 3:00 AM;577.00;423.75;587.25;0.00;12.00;1,320.50;499.25;18.00;114.25;126.00
Jan 5, 2020 3:00 AM;Jan 5, 2020 4:00 AM;577.00;415.75;440.00;0.00;12.00;1,319.00;503.00;18.00;156.00;126.00
Jan 5, 2020 4:00 AM;Jan 5, 2020 5:00 AM;577.00;415.75;322.50;0.00;12.00;1,319.25;501.50;18.00;132.75;126.00
Jan 5, 2020 5:00 AM;Jan 5, 2020 6:00 AM;577.00;411.50;246.75;0.00;12.00;1,319.25;505.25;18.00;89.75;126.00
Jan 5, 2020 6:00 AM;Jan 5, 2020 7:00 AM;577.00;414.50;163.25;0.00;12.00;1,321.00;496.75;18.00;83.75;126.00
Jan 5, 2020 7:00 AM;Jan 5, 2020 8:00 AM;577.00;412.75;110.25;0.00;12.00;1,321.25;476.25;18.00;105.00;126.00
Jan 5, 2020 8:00 AM;Jan 5, 2020 9:00 AM;577.00;419.00;56.75;14.50;12.00;1,320.75;375.50;18.00;204.75;126.00
Jan 5, 2020 9:00 AM;Jan 5, 2020 10:00 AM;577.00;421.25;31.50;241.00;12.00;1,320.00;384.75;18.00;139.50;126.00
Jan 5, 2020 10:00 AM;Jan 5, 2020 11:00 AM;577.00;409.25;6.25;499.00;12.00;1,321.00;407.50;18.00;81.00;126.00
Jan 5, 2020 11:00 AM;Jan 5, 2020 12:00 PM;577.00;449.50;12.25;750.50;12.00;1,323.00;406.75;18.00;132.00;126.00
Jan 5, 2020 12:00 PM;Jan 5, 2020 1:00 PM;577.00;425.00;13.50;958.25;12.00;1,321.75;402.75;18.00;150.00;126.00
Jan 5, 2020 1:00 PM;Jan 5, 2020 2:00 PM;577.00;409.25;11.50;908.50;12.00;1,323.00;402.00;18.00;158.50;126.00
Jan 5, 2020 2:00 PM;Jan 5, 2020 3:00 PM;577.00;410.50;10.50;626.50;12.00;1,320.75;398.25;18.00;71.75;126.00
Jan 5, 2020 3:00 PM;Jan 5, 2020 4:00 PM;577.00;416.25;14.25;243.50;12.00;1,320.00;388.75;18.00;318.50;126.00
Jan 5, 2020 4:00 PM;Jan 5, 2020 5:00 PM;577.00;402.75;23.50;18.75;12.00;1,320.00;439.50;18.00;223.50;126.00
Jan 5, 2020 5:00 PM;Jan 5, 2020 6:00 PM;577.00;402.00;39.50;0.00;12.00;1,318.00;723.75;18.00;308.50;126.00
Jan 5, 2020 6:00 PM;Jan 5, 2020 7:00 PM;577.00;407.50;58.75;0.00;12.00;1,319.25;1,035.50;18.00;471.25;126.00
Jan 5, 2020 7:00 PM;Jan 5, 2020 8:00 PM;577.00;403.25;65.75;0.00;12.00;1,317.75;1,084.75;18.00;596.50;126.00
Jan 5, 2020 8:00 PM;Jan 5, 2020 9:00 PM;577.00;389.75;67.00;0.00;12.00;1,314.75;997.25;18.00;254.25;126.00
Jan 5, 2020 9:00 PM;Jan 5, 2020 10:00 PM;577.00;396.50;75.25;0.00;12.00;1,315.00;918.75;18.00;305.75;126.00
Jan 5, 2020 10:00 PM;Jan 5, 2020 11:00 PM;577.00;396.75;88.75;0.00;12.00;1,318.25;750.50;18.00;297.50;126.00
Jan 5, 2020 11:00 PM;Jan 6, 2020 12:00 AM;577.00;392.25;102.50;0.00;12.00;1,317.00;688.25;18.00;83.00;126.00
Jan 6, 2020 12:00 AM;Jan 6, 2020 1:00 AM;577.00;400.50;109.25;0.00;12.00;1,318.25;918.00;18.00;90.75;126.00
Jan 6, 2020 1:00 AM;Jan 6, 2020 2:00 AM;577.00;399.25;99.00;0.00;12.00;1,319.25;952.50;18.00;68.75;126.00
Jan 6, 2020 2:00 AM;Jan 6, 2020 3:00 AM;577.00;394.75;111.25;0.00;12.00;1,319.25;949.00;18.00;76.75;126.00
Jan 6, 2020 3:00 AM;Jan 6, 2020 4:00 AM;577.00;391.00;142.25;0.00;12.00;1,319.00;946.50;18.00;75.75;126.00
Jan 6, 2020 4:00 AM;Jan 6, 2020 5:00 AM;577.00;392.00;164.75;0.00;12.00;1,320.75;995.75;18.00;109.25;126.00
Jan 6, 2020 5:00 AM;Jan 6, 2020 6:00 AM;577.00;391.50;184.75;0.00;12.00;1,321.75;1,401.25;18.00;122.00;126.00
Jan 6, 2020 6:00 AM;Jan 6, 2020 7:00 AM;577.00;403.75;155.75;0.00;12.00;1,320.50;1,621.75;18.00;231.50;126.00
Jan 6, 2020 7:00 AM;Jan 6, 2020 8:00 AM;577.00;434.75;140.00;0.00;12.00;1,318.25;1,882.00;18.00;486.25;126.00
Jan 6, 2020 8:00 AM;Jan 6, 2020 9:00 AM;577.00;438.00;105.25;47.25;12.00;1,319.00;2,046.75;18.00;452.25;126.00
Jan 6, 2020 9:00 AM;Jan 6, 2020 10:00 AM;577.00;445.50;106.75;564.75;12.00;1,318.50;2,056.50;18.00;547.50;126.00
Jan 6, 2020 10:00 AM;Jan 6, 2020 11:00 AM;577.00;400.75;122.25;991.50;12.00;1,320.75;1,958.00;18.00;190.00;126.00
Jan 6, 2020 11:00 AM;Jan 6, 2020 12:00 PM;577.00;429.00;116.25;1,303.75;12.00;1,321.00;1,825.50;18.00;188.75;126.00
Jan 6, 2020 12:00 PM;Jan 6, 2020 1:00 PM;577.00;434.25;94.00;1,472.00;12.00;1,318.25;1,837.00;18.00;181.75;126.00
Jan 6, 2020 1:00 PM;Jan 6, 2020 2:00 PM;577.00;401.50;82.75;1,325.75;12.00;1,319.00;1,718.00;18.00;109.50;126.00
Jan 6, 2020 2:00 PM;Jan 6, 2020 3:00 PM;577.00;429.00;95.25;976.25;12.00;1,320.00;1,723.75;18.00;420.75;126.00
Jan 6, 2020 3:00 PM;Jan 6, 2020 4:00 PM;577.00;400.50;114.25;439.50;12.00;1,319.75;1,770.25;18.00;397.75;126.00
Jan 6, 2020 4:00 PM;Jan 6, 2020 5:00 PM;577.00;379.50;150.00;50.50;12.00;1,318.75;1,886.75;18.00;307.50;126.00
Jan 6, 2020 5:00 PM;Jan 6, 2020 6:00 PM;577.00;414.50;172.00;0.00;12.00;1,318.25;2,004.00;18.00;769.00;126.00
Jan 6, 2020 6:00 PM;Jan 6, 2020 7:00 PM;577.00;389.00;239.00;0.00;12.00;1,319.00;2,013.50;18.00;521.00;126.00
Jan 6, 2020 7:00 PM;Jan 6, 2020 8:00 PM;577.00;421.75;350.25;0.00;12.00;1,318.00;2,029.75;18.00;714.25;126.00
Jan 6, 2020 8:00 PM;Jan 6, 2020 9:00 PM;577.00;433.00;433.00;0.00;12.00;1,315.50;1,939.00;18.00;317.25;126.00
Jan 6, 2020 9:00 PM;Jan 6, 2020 10:00 PM;577.00;461.75;558.50;0.00;12.00;1,314.50;2,020.25;18.00;134.00;126.00
Jan 6, 2020 10:00 PM;Jan 6, 2020 11:00 PM;577.00;465.50;718.50;0.00;12.00;1,316.25;1,960.00;18.00;157.75;126.00
Jan 6, 2020 11:00 PM;Jan 7, 2020 12:00 AM;577.00;470.00;831.50;0.00;12.00;1,314.25;1,709.75;18.00;91.75;126.00
Jan 7, 2020 12:00 AM;Jan 7, 2020 1:00 AM;577.00;460.25;916.25;0.00;12.00;1,317.75;1,393.50;18.00;63.25;126.00
Jan 7, 2020 1:00 AM;Jan 7, 2020 2:00 AM;577.00;456.00;1,001.00;0.00;12.00;1,322.50;1,493.25;18.00;102.25;126.00
Jan 7, 2020 2:00 AM;Jan 7, 2020 3:00 AM;577.00;466.00;1,086.00;0.00;12.00;1,325.50;1,211.25;18.00;43.25;126.00
Jan 7, 2020 3:00 AM;Jan 7, 2020 4:00 AM;577.00;441.50;1,081.50;0.00;12.00;1,324.25;1,207.75;18.00;31.25;126.00
Jan 7, 2020 4:00 AM;Jan 7, 2020 5:00 AM;577.00;507.25;1,007.25;0.00;12.00;1,324.50;1,143.25;18.00;43.75;126.00
Jan 7, 2020 5:00 AM;Jan 7, 2020 6:00 AM;577.00;467.75;928.00;0.00;12.00;1,319.75;1,278.25;18.00;53.75;126.00
Jan 7, 2020 6:00 AM;Jan 7, 2020 7:00 AM;577.00;486.75;767.50;0.00;12.00;1,317.75;1,834.25;18.00;297.00;126.00
Jan 7, 2020 7:00 AM;Jan 7, 2020 8:00 AM;577.00;492.50;706.50;0.00;12.00;1,314.25;2,414.75;18.00;646.25;126.00
Jan 7, 2020 8:00 AM;Jan 7, 2020 9:00 AM;577.00;510.25;705.00;14.25;12.00;1,315.25;2,487.50;18.00;1,000.75;126.00
Jan 7, 2020 9:00 AM;Jan 7, 2020 10:00 AM;577.00;591.50;653.75;167.50;12.00;1,315.50;2,646.25;18.00;1,843.25;126.00
Jan 7, 2020 10:00 AM;Jan 7, 2020 11:00 AM;577.00;489.50;581.75;331.00;12.00;1,315.75;2,541.50;18.50;1,644.25;126.00
Jan 7, 2020 11:00 AM;Jan 7, 2020 12:00 PM;577.00;479.00;462.25;514.25;12.00;1,315.25;2,588.50;19.00;1,008.25;126.00
Jan 7, 2020 12:00 PM;Jan 7, 2020 1:00 PM;577.00;473.50;355.75;692.00;12.00;1,314.50;2,643.50;19.00;249.50;126.00
Jan 7, 2020 1:00 PM;Jan 7, 2020 2:00 PM;577.00;417.25;247.00;781.25;12.00;1,314.00;2,667.25;19.00;102.50;126.00
Jan 7, 2020 2:00 PM;Jan 7, 2020 3:00 PM;577.00;396.25;146.25;593.25;12.00;1,314.00;2,762.25;19.00;683.00;126.00
Jan 7, 2020 3:00 PM;Jan 7, 2020 4:00 PM;577.00;387.50;104.00;202.50;12.00;1,316.75;2,854.00;19.00;663.25;126.00
Jan 7, 2020 4:00 PM;Jan 7, 2020 5:00 PM;577.00;414.00;72.25;18.00;12.00;1,317.50;2,903.25;19.00;672.75;162.25
Jan 7, 2020 5:00 PM;Jan 7, 2020 6:00 PM;577.00;401.50;48.25;0.00;12.00;1,316.75;2,916.75;19.00;977.75;126.00
Jan 7, 2020 6:00 PM;Jan 7, 2020 7:00 PM;577.00;448.25;45.50;0.00;12.00;1,316.00;2,860.50;19.00;904.00;126.00
Jan 7, 2020 7:00 PM;Jan 7, 2020 8:00 PM;577.00;437.75;68.50;0.00;12.00;1,317.00;2,754.25;19.00;479.75;126.00
Jan 7, 2020 8:00 PM;Jan 7, 2020 9:00 PM;577.00;403.25;131.50;0.00;12.00;1,315.75;2,733.25;19.00;352.50;126.00
Jan 7, 2020 9:00 PM;Jan 7, 2020 10:00 PM;577.00;404.00;207.50;0.00;12.00;1,315.50;2,370.25;19.00;95.00;126.00
Jan 7, 2020 10:00 PM;Jan 7, 2020 11:00 PM;577.00;409.50;308.75;0.00;12.00;1,316.00;2,069.75;19.00;103.00;126.00
Jan 7, 2020 11:00 PM;Jan 8, 2020 12:00 AM;577.00;396.00;437.50;0.00;12.00;1,314.00;1,601.75;19.00;49.75;126.00
Jan 8, 2020 12:00 AM;Jan 8, 2020 1:00 AM;577.00;414.00;470.25;0.00;12.00;1,314.25;1,387.00;19.00;48.25;126.00
Jan 8, 2020 1:00 AM;Jan 8, 2020 2:00 AM;577.00;458.75;473.00;0.00;12.00;1,314.50;1,328.75;19.00;21.25;126.00
Jan 8, 2020 2:00 AM;Jan 8, 2020 3:00 AM;577.00;454.00;404.75;0.00;12.00;1,314.25;1,341.25;19.00;70.00;126.00
Jan 8, 2020 3:00 AM;Jan 8, 2020 4:00 AM;577.00;465.00;374.75;0.00;12.00;1,314.50;1,325.00;19.00;69.75;126.00
Jan 8, 2020 4:00 AM;Jan 8, 2020 5:00 AM;577.00;500.50;361.00;0.00;12.00;1,315.50;1,387.50;19.00;86.75;126.00
Jan 8, 2020 5:00 AM;Jan 8, 2020 6:00 AM;577.00;471.25;412.75;0.00;12.00;1,314.75;1,573.50;19.00;59.50;126.00
Jan 8, 2020 6:00 AM;Jan 8, 2020 7:00 AM;577.00;473.25;436.00;0.00;12.00;1,315.25;2,047.25;19.00;111.50;126.00
Jan 8, 2020 7:00 AM;Jan 8, 2020 8:00 AM;577.00;430.00;482.00;0.00;12.00;1,317.25;2,850.00;19.00;659.50;126.00
Jan 8, 2020 8:00 AM;Jan 8, 2020 9:00 AM;577.00;403.25;562.50;19.00;12.00;1,315.75;3,048.75;19.00;615.00;126.00
Jan 8, 2020 9:00 AM;Jan 8, 2020 10:00 AM;577.00;382.00;521.00;217.50;12.00;1,316.00;3,115.25;19.00;595.00;126.00
