Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Apr 3, 2020 2:00 AM;Apr 3, 2020 3:00 AM;577.00;431.75;340.50;0.00;12.00;1,317.25;947.25;25.00;105.75;126.00
Apr 3, 2020 3:00 AM;Apr 3, 2020 4:00 AM;577.00;438.00;217.50;0.00;12.00;1,317.75;583.00;25.00;65.25;126.00
Apr 3, 2020 4:00 AM;Apr 3, 2020 5:00 AM;577.00;438.75;212.25;0.00;12.00;1,318.25;701.25;25.00;76.00;126.00
Apr 3, 2020 5:00 AM;Apr 3, 2020 6:00 AM;577.00;443.00;324.75;0.00;12.00;1,317.25;805.00;25.00;97.75;126.00
Apr 3, 2020 6:00 AM;Apr 3, 2020 7:00 AM;577.00;428.50;388.00;0.00;12.00;1,315.75;925.50;25.25;195.50;126.00
Apr 3, 2020 7:00 AM;Apr 3, 2020 8:00 AM;577.00;468.75;416.50;160.25;12.00;1,317.50;1,185.75;25.00;848.50;126.00
Apr 3, 2020 8:00 AM;Apr 3, 2020 9:00 AM;577.00;440.00;376.50;799.25;12.00;1,317.50;1,053.25;25.25;276.00;126.00
Apr 3, 2020 9:00 AM;Apr 3, 2020 10:00 AM;577.00;501.25;267.00;1,681.00;12.00;1,315.25;963.25;25.75;463.00;126.00
Apr 3, 2020 10:00 AM;Apr 3, 2020 11:00 AM;577.00;466.25;181.75;2,381.50;12.00;1,314.25;1,097.75;26.00;436.00;126.00
Apr 3, 2020 11:00 AM;Apr 3, 2020 12:00 PM;577.00;472.50;196.25;2,815.75;12.00;1,314.50;1,113.25;25.75;364.25;126.00
Apr 3, 2020 12:00 PM;Apr 3, 2020 1:00 PM;577.00;416.50;190.25;3,240.00;12.00;1,313.75;989.50;26.00;92.75;126.00
Apr 3, 2020 1:00 PM;Apr 3, 2020 2:00 PM;577.00;427.75;178.00;3,209.25;12.00;1,313.00;821.25;26.00;89.00;126.00
Apr 3, 2020 2:00 PM;Apr 3, 2020 3:00 PM;577.00;534.25;161.00;2,803.00;12.00;1,316.00;738.00;26.00;270.75;126.00
Apr 3, 2020 3:00 PM;Apr 3, 2020 4:00 PM;577.00;506.25;186.75;2,072.00;12.00;1,314.75;574.25;26.00;373.50;126.00
Apr 3, 2020 4:00 PM;Apr 3, 2020 5:00 PM;577.00;542.50;220.25;1,390.00;12.00;1,315.75;589.75;26.00;209.50;126.00
Apr 3, 2020 5:00 PM;Apr 3, 2020 6:00 PM;577.00;597.00;228.50;872.50;12.00;1,314.75;283.75;26.00;741.00;126.00
Apr 3, 2020 6:00 PM;Apr 3, 2020 7:00 PM;577.00;552.00;239.75;406.00;12.00;1,313.00;365.50;26.00;561.00;126.00
Apr 3, 2020 7:00 PM;Apr 3, 2020 8:00 PM;577.00;419.50;216.00;75.25;12.00;1,314.00;401.75;26.00;1,023.50;126.00
Apr 3, 2020 8:00 PM;Apr 3, 2020 9:00 PM;577.00;397.50;188.25;0.00;12.00;1,314.00;355.00;26.00;1,338.50;126.00
Apr 3, 2020 9:00 PM;Apr 3, 2020 10:00 PM;577.00;403.50;142.00;0.00;12.00;1,314.25;399.25;26.00;630.50;126.00
Apr 3, 2020 10:00 PM;Apr 3, 2020 11:00 PM;577.00;436.50;112.50;0.00;12.00;1,316.50;399.00;26.00;833.25;126.00
Apr 3, 2020 11:00 PM;Apr 4, 2020 12:00 AM;577.00;405.75;80.50;0.00;12.00;1,316.00;362.75;25.50;532.00;126.00
Apr 4, 2020 12:00 AM;Apr 4, 2020 1:00 AM;577.00;483.50;53.00;0.00;12.00;1,316.00;445.25;25.75;700.75;126.00
Apr 4, 2020 1:00 AM;Apr 4, 2020 2:00 AM;577.00;419.75;37.75;0.00;12.00;1,313.75;401.00;26.00;615.00;126.00
Apr 4, 2020 2:00 AM;Apr 4, 2020 3:00 AM;577.00;403.75;40.75;0.00;12.00;1,315.25;306.00;26.00;95.50;126.00
Apr 4, 2020 3:00 AM;Apr 4, 2020 4:00 AM;577.00;399.00;15.75;0.00;12.00;1,315.75;297.50;25.25;56.75;126.00
Apr 4, 2020 4:00 AM;Apr 4, 2020 5:00 AM;577.00;407.25;15.75;0.00;12.00;1,315.75;314.50;26.00;61.25;126.00
Apr 4, 2020 5:00 AM;Apr 4, 2020 6:00 AM;577.00;389.75;20.00;0.00;12.00;1,316.00;326.50;26.00;39.50;126.00
Apr 4, 2020 6:00 AM;Apr 4, 2020 7:00 AM;577.00;412.75;26.75;0.75;12.00;1,316.00;338.75;25.25;192.75;126.00
Apr 4, 2020 7:00 AM;Apr 4, 2020 8:00 AM;577.00;381.25;31.00;207.00;12.00;1,315.25;356.00;25.75;228.25;126.00
Apr 4, 2020 8:00 AM;Apr 4, 2020 9:00 AM;577.00;417.75;38.50;1,000.25;12.00;1,315.50;303.75;26.00;277.50;126.00
Apr 4, 2020 9:00 AM;Apr 4, 2020 10:00 AM;577.00;417.25;30.75;2,089.75;12.00;1,313.25;295.25;25.50;163.00;126.00
Apr 4, 2020 10:00 AM;Apr 4, 2020 11:00 AM;577.00;422.50;20.25;3,033.25;12.00;1,312.25;290.50;26.00;101.50;126.00
Apr 4, 2020 11:00 AM;Apr 4, 2020 12:00 PM;577.00;480.25;15.75;3,656.25;12.00;1,310.75;288.75;26.00;71.00;126.00
Apr 4, 2020 12:00 PM;Apr 4, 2020 1:00 PM;577.00;417.50;14.25;3,895.75;12.00;1,200.25;197.75;26.00;72.25;126.00
Apr 4, 2020 1:00 PM;Apr 4, 2020 2:00 PM;577.00;399.50;17.50;3,958.25;12.00;1,008.25;198.50;26.00;79.00;126.00
Apr 4, 2020 2:00 PM;Apr 4, 2020 3:00 PM;577.00;412.75;23.75;3,833.75;12.00;1,235.50;189.25;25.75;148.00;126.00
Apr 4, 2020 3:00 PM;Apr 4, 2020 4:00 PM;577.00;429.75;31.25;3,435.00;12.00;1,312.75;191.75;26.00;48.50;126.00
Apr 4, 2020 4:00 PM;Apr 4, 2020 5:00 PM;577.00;447.00;42.50;2,742.00;12.00;1,313.00;200.00;26.00;165.50;126.00
Apr 4, 2020 5:00 PM;Apr 4, 2020 6:00 PM;577.00;436.75;57.25;1,767.50;12.00;1,308.75;220.75;26.00;483.25;126.00
Apr 4, 2020 6:00 PM;Apr 4, 2020 7:00 PM;577.00;458.00;88.50;755.50;12.00;1,307.25;274.75;26.00;1,147.75;126.00
Apr 4, 2020 7:00 PM;Apr 4, 2020 8:00 PM;577.00;633.00;159.75;120.75;12.00;1,309.25;320.50;51.00;2,450.50;180.25
Apr 4, 2020 8:00 PM;Apr 4, 2020 9:00 PM;577.00;495.25;272.25;0.00;12.00;1,308.75;322.50;87.50;1,837.25;243.00
Apr 4, 2020 9:00 PM;Apr 4, 2020 10:00 PM;577.00;429.75;465.75;0.00;12.00;1,309.75;338.00;58.00;576.00;170.50
Apr 4, 2020 10:00 PM;Apr 4, 2020 11:00 PM;577.00;448.50;603.00;0.00;12.00;1,307.50;358.50;26.00;544.75;126.00
Apr 4, 2020 11:00 PM;Apr 5, 2020 12:00 AM;577.00;423.25;728.00;0.00;12.00;1,306.50;274.50;26.00;135.75;126.00
Apr 5, 2020 12:00 AM;Apr 5, 2020 1:00 AM;577.00;451.25;780.75;0.00;12.00;1,310.75;326.25;26.00;130.00;126.00
Apr 5, 2020 1:00 AM;Apr 5, 2020 2:00 AM;577.00;412.00;816.25;0.00;12.00;1,309.25;368.25;26.00;52.25;126.00
Apr 5, 2020 2:00 AM;Apr 5, 2020 3:00 AM;577.00;409.75;828.50;0.00;12.00;1,308.75;348.00;26.00;25.75;126.00
Apr 5, 2020 3:00 AM;Apr 5, 2020 4:00 AM;577.00;403.25;796.00;0.00;12.00;1,308.00;286.25;26.00;24.75;126.00
Apr 5, 2020 4:00 AM;Apr 5, 2020 5:00 AM;577.00;420.00;782.50;0.00;12.00;920.00;270.25;25.50;60.75;126.00
Apr 5, 2020 5:00 AM;Apr 5, 2020 6:00 AM;577.00;445.25;800.75;0.00;12.00;498.00;266.25;25.75;74.50;126.00
Apr 5, 2020 6:00 AM;Apr 5, 2020 7:00 AM;577.00;409.25;837.25;1.50;12.00;493.75;276.00;26.00;31.75;126.00
Apr 5, 2020 7:00 AM;Apr 5, 2020 8:00 AM;577.00;379.75;813.25;215.50;12.00;494.00;269.75;25.75;55.50;126.00
Apr 5, 2020 8:00 AM;Apr 5, 2020 9:00 AM;577.00;358.00;732.50;1,028.75;12.00;496.00;274.00;25.50;81.25;126.00
Apr 5, 2020 9:00 AM;Apr 5, 2020 10:00 AM;577.00;401.50;573.00;2,155.00;12.00;497.25;277.00;26.00;523.50;126.00
Apr 5, 2020 10:00 AM;Apr 5, 2020 11:00 AM;577.00;354.25;492.50;3,122.25;12.00;493.75;289.50;26.00;328.25;126.00
Apr 5, 2020 11:00 AM;Apr 5, 2020 12:00 PM;577.00;363.50;536.50;3,792.50;12.00;497.25;276.25;26.00;18.75;126.00
Apr 5, 2020 12:00 PM;Apr 5, 2020 1:00 PM;577.00;389.50;467.50;4,152.75;12.00;498.25;257.25;26.00;1.50;126.00
Apr 5, 2020 1:00 PM;Apr 5, 2020 2:00 PM;577.00;377.75;287.50;4,221.75;12.00;493.75;250.50;26.00;41.75;126.00
Apr 5, 2020 2:00 PM;Apr 5, 2020 3:00 PM;577.00;382.50;193.00;3,997.25;12.00;498.25;251.50;26.00;87.50;126.00
Apr 5, 2020 3:00 PM;Apr 5, 2020 4:00 PM;577.00;400.50;184.25;3,532.25;12.00;498.00;268.00;26.00;124.75;126.00
Apr 5, 2020 4:00 PM;Apr 5, 2020 5:00 PM;577.00;403.25;230.75;2,812.50;12.00;499.50;245.25;26.00;127.75;126.00
Apr 5, 2020 5:00 PM;Apr 5, 2020 6:00 PM;577.00;378.50;289.75;1,823.00;12.00;606.50;173.75;26.00;53.50;126.00
Apr 5, 2020 6:00 PM;Apr 5, 2020 7:00 PM;577.00;471.50;340.00;778.50;12.00;906.75;202.00;26.00;399.50;126.00
Apr 5, 2020 7:00 PM;Apr 5, 2020 8:00 PM;577.00;581.25;367.00;131.50;12.00;1,097.50;221.75;26.00;1,684.00;126.00
Apr 5, 2020 8:00 PM;Apr 5, 2020 9:00 PM;577.00;410.25;480.00;0.00;12.00;1,298.75;237.75;26.00;685.25;126.00
Apr 5, 2020 9:00 PM;Apr 5, 2020 10:00 PM;577.00;423.00;566.75;0.00;12.00;1,298.50;246.25;26.00;341.00;126.00
Apr 5, 2020 10:00 PM;Apr 5, 2020 11:00 PM;577.00;421.75;635.25;0.00;12.00;1,296.75;243.00;26.00;277.00;126.00
Apr 5, 2020 11:00 PM;Apr 6, 2020 12:00 AM;577.00;396.75;678.75;0.00;12.00;1,297.00;247.25;26.00;186.00;126.00
Apr 6, 2020 12:00 AM;Apr 6, 2020 1:00 AM;577.00;402.25;636.25;0.00;12.00;1,295.25;238.75;26.00;81.75;126.00
Apr 6, 2020 1:00 AM;Apr 6, 2020 2:00 AM;577.00;432.00;478.25;0.00;12.00;1,297.75;228.25;26.00;17.25;126.00
Apr 6, 2020 2:00 AM;Apr 6, 2020 3:00 AM;577.00;418.50;360.75;0.00;12.00;1,297.00;242.75;25.50;23.50;126.00
Apr 6, 2020 3:00 AM;Apr 6, 2020 4:00 AM;577.00;398.75;249.25;0.00;12.00;1,302.25;245.00;25.50;52.00;126.00
Apr 6, 2020 4:00 AM;Apr 6, 2020 5:00 AM;577.00;394.75;169.50;0.00;12.00;1,308.25;250.25;25.00;35.25;126.00
Apr 6, 2020 5:00 AM;Apr 6, 2020 6:00 AM;577.00;406.50;148.25;0.00;12.00;1,308.50;238.25;25.25;9.00;126.00
Apr 6, 2020 6:00 AM;Apr 6, 2020 7:00 AM;577.00;398.50;155.00;2.50;12.00;1,308.75;239.50;25.75;68.50;126.00
Apr 6, 2020 7:00 AM;Apr 6, 2020 8:00 AM;577.00;363.50;153.00;236.00;12.00;1,312.50;284.75;23.50;212.75;126.00
Apr 6, 2020 8:00 AM;Apr 6, 2020 9:00 AM;577.00;377.25;124.25;1,063.25;12.00;1,313.25;287.00;54.25;721.75;126.00
Apr 6, 2020 9:00 AM;Apr 6, 2020 10:00 AM;577.00;395.50;92.00;2,157.50;12.00;1,313.00;291.25;60.00;721.25;126.00
Apr 6, 2020 10:00 AM;Apr 6, 2020 11:00 AM;577.00;382.00;53.25;3,055.00;12.00;1,312.00;291.00;89.75;227.25;126.00
Apr 6, 2020 11:00 AM;Apr 6, 2020 12:00 PM;577.00;401.00;35.25;3,650.75;12.00;1,313.25;283.75;213.75;263.25;126.00
Apr 6, 2020 12:00 PM;Apr 6, 2020 1:00 PM;577.00;423.75;42.75;3,974.00;12.00;1,309.25;288.75;341.50;601.25;126.00
Apr 6, 2020 1:00 PM;Apr 6, 2020 2:00 PM;577.00;394.00;36.50;4,010.50;12.00;1,305.00;285.75;363.25;118.75;126.00
Apr 6, 2020 2:00 PM;Apr 6, 2020 3:00 PM;577.00;380.00;22.75;3,824.25;12.00;1,282.00;275.25;363.00;67.50;126.00
Apr 6, 2020 3:00 PM;Apr 6, 2020 4:00 PM;577.00;449.50;18.50;3,382.50;12.00;1,112.50;238.75;322.75;25.00;126.00
Apr 6, 2020 4:00 PM;Apr 6, 2020 5:00 PM;577.00;423.00;13.00;2,676.75;12.00;1,262.00;235.25;80.75;5.00;126.00
Apr 6, 2020 5:00 PM;Apr 6, 2020 6:00 PM;577.00;441.50;14.25;1,755.00;12.00;1,288.75;266.75;29.75;23.25;126.00
Apr 6, 2020 6:00 PM;Apr 6, 2020 7:00 PM;577.00;517.00;16.50;757.25;12.00;1,292.75;288.25;30.00;1,097.00;126.00
Apr 6, 2020 7:00 PM;Apr 6, 2020 8:00 PM;577.00;506.00;21.75;119.25;12.00;1,292.50;334.00;30.00;1,925.25;126.00
Apr 6, 2020 8:00 PM;Apr 6, 2020 9:00 PM;577.00;437.50;23.75;0.00;12.00;1,292.50;338.50;30.00;1,234.00;126.00
Apr 6, 2020 9:00 PM;Apr 6, 2020 10:00 PM;577.00;431.75;22.00;0.00;12.00;1,292.75;332.00;30.00;272.75;126.00
Apr 6, 2020 10:00 PM;Apr 6, 2020 11:00 PM;577.00;456.25;27.50;0.00;12.00;1,298.50;453.50;30.00;406.50;126.00
Apr 6, 2020 11:00 PM;Apr 7, 2020 12:00 AM;577.00;445.00;26.50;0.00;12.00;1,303.00;552.75;30.00;307.00;126.00
Apr 7, 2020 12:00 AM;Apr 7, 2020 1:00 AM;577.00;422.50;31.00;0.00;12.00;1,307.75;643.00;30.00;199.50;126.00
Apr 7, 2020 1:00 AM;Apr 7, 2020 2:00 AM;577.00;373.50;24.75;0.00;12.00;1,308.75;527.75;30.00;106.25;126.00
Apr 7, 2020 2:00 AM;Apr 7, 2020 3:00 AM;577.00;366.25;18.50;0.00;12.00;1,308.50;474.00;30.00;29.50;126.00
Apr 7, 2020 3:00 AM;Apr 7, 2020 4:00 AM;577.00;370.50;15.75;0.00;12.00;1,311.00;467.25;30.00;11.25;126.00
Apr 7, 2020 4:00 AM;Apr 7, 2020 5:00 AM;577.00;398.25;17.50;0.00;12.00;1,312.75;469.75;30.00;128.25;126.00
Apr 7, 2020 5:00 AM;Apr 7, 2020 6:00 AM;577.00;387.00;26.50;0.00;12.00;1,312.25;503.75;30.00;333.50;126.00
Apr 7, 2020 6:00 AM;Apr 7, 2020 7:00 AM;577.00;445.50;39.50;2.75;12.00;1,310.75;554.00;30.00;588.00;126.00
Apr 7, 2020 7:00 AM;Apr 7, 2020 8:00 AM;577.00;473.00;46.50;238.75;12.00;1,310.50;584.25;30.00;641.00;126.00
Apr 7, 2020 8:00 AM;Apr 7, 2020 9:00 AM;577.00;490.00;74.50;1,061.50;12.00;1,311.25;228.75;30.00;396.75;126.00
Apr 7, 2020 9:00 AM;Apr 7, 2020 10:00 AM;577.00;430.25;69.75;2,120.75;12.00;1,307.00;313.25;43.50;277.50;126.00
Apr 7, 2020 10:00 AM;Apr 7, 2020 11:00 AM;577.00;413.25;54.50;2,989.25;12.00;1,306.25;311.75;74.00;165.75;126.00
Apr 7, 2020 11:00 AM;Apr 7, 2020 12:00 PM;577.00;431.75;52.00;3,590.75;12.00;1,305.00;341.00;30.00;195.75;126.00
Apr 7, 2020 12:00 PM;Apr 7, 2020 1:00 PM;577.00;491.75;81.25;3,927.25;12.00;1,302.25;337.25;30.00;117.50;126.00
Apr 7, 2020 1:00 PM;Apr 7, 2020 2:00 PM;577.00;449.75;109.75;3,988.25;12.00;1,300.50;345.00;30.00;137.50;126.00
Apr 7, 2020 2:00 PM;Apr 7, 2020 3:00 PM;577.00;393.50;131.50;3,795.75;12.00;1,300.75;347.50;30.00;81.75;126.00
Apr 7, 2020 3:00 PM;Apr 7, 2020 4:00 PM;577.00;422.25;158.75;3,371.75;12.00;1,296.75;341.00;12.25;130.25;126.00
Apr 7, 2020 4:00 PM;Apr 7, 2020 5:00 PM;577.00;420.25;177.50;2,658.50;12.00;1,296.00;327.75;0.00;109.50;126.00
Apr 7, 2020 5:00 PM;Apr 7, 2020 6:00 PM;577.00;405.50;202.00;1,753.25;12.00;1,295.50;353.25;0.00;464.75;126.00
Apr 7, 2020 6:00 PM;Apr 7, 2020 7:00 PM;577.00;406.75;254.25;752.75;12.00;1,295.25;345.75;0.00;667.25;126.00
Apr 7, 2020 7:00 PM;Apr 7, 2020 8:00 PM;577.00;488.75;305.50;128.00;12.00;1,294.00;400.25;0.00;1,811.00;126.00
Apr 7, 2020 8:00 PM;Apr 7, 2020 9:00 PM;577.00;469.25;376.00;0.25;12.00;1,293.50;357.50;0.00;1,247.75;126.00
Apr 7, 2020 9:00 PM;Apr 7, 2020 10:00 PM;577.00;431.00;480.75;0.00;12.00;1,292.75;261.75;0.00;446.75;126.00
Apr 7, 2020 10:00 PM;Apr 7, 2020 11:00 PM;577.00;419.25;551.25;0.00;12.00;1,299.75;283.00;0.00;452.25;126.00
Apr 7, 2020 11:00 PM;Apr 8, 2020 12:00 AM;577.00;379.50;599.50;0.00;12.00;1,299.25;412.00;0.00;202.25;126.00
Apr 8, 2020 12:00 AM;Apr 8, 2020 1:00 AM;577.00;391.50;651.50;0.00;12.00;1,307.00;340.00;0.00;38.75;126.00
Apr 8, 2020 1:00 AM;Apr 8, 2020 2:00 AM;577.00;401.50;573.00;0.00;12.00;1,309.75;315.00;0.00;103.00;126.00
Apr 8, 2020 2:00 AM;Apr 8, 2020 3:00 AM;577.00;449.25;534.25;0.00;12.00;1,311.00;313.75;0.00;45.75;126.00
Apr 8, 2020 3:00 AM;Apr 8, 2020 4:00 AM;577.00;414.00;521.75;0.00;12.00;1,310.75;312.50;0.00;49.75;126.00
Apr 8, 2020 4:00 AM;Apr 8, 2020 5:00 AM;577.00;373.75;470.50;0.00;12.00;1,310.50;315.00;0.00;11.25;126.00
Apr 8, 2020 5:00 AM;Apr 8, 2020 6:00 AM;577.00;409.50;432.25;0.00;12.00;1,310.00;296.00;0.00;187.50;126.00
Apr 8, 2020 6:00 AM;Apr 8, 2020 7:00 AM;577.00;413.25;418.50;4.50;12.00;1,309.25;246.25;0.00;297.75;126.00
Apr 8, 2020 7:00 AM;Apr 8, 2020 8:00 AM;577.00;478.00;350.50;248.00;12.00;1,311.75;233.00;0.00;341.00;126.00
Apr 8, 2020 8:00 AM;Apr 8, 2020 9:00 AM;577.00;446.25;228.50;1,068.00;12.00;1,313.00;229.75;0.00;127.75;126.00
Apr 8, 2020 9:00 AM;Apr 8, 2020 10:00 AM;577.00;436.25;115.25;2,107.50;12.00;1,313.00;269.25;28.50;326.00;126.00
Apr 8, 2020 10:00 AM;Apr 8, 2020 11:00 AM;577.00;406.25;41.00;2,967.50;12.00;1,314.00;310.75;29.00;200.00;126.00
Apr 8, 2020 11:00 AM;Apr 8, 2020 12:00 PM;577.00;394.25;21.25;3,564.50;12.00;1,310.75;325.00;8.75;183.00;126.00
Apr 8, 2020 12:00 PM;Apr 8, 2020 1:00 PM;577.00;405.50;10.00;3,890.25;12.00;1,304.75;335.50;0.00;249.00;126.00
Apr 8, 2020 1:00 PM;Apr 8, 2020 2:00 PM;577.00;383.50;14.00;3,922.50;12.00;1,005.50;348.00;0.00;59.00;126.00
Apr 8, 2020 2:00 PM;Apr 8, 2020 3:00 PM;577.00;363.75;30.25;3,731.25;12.00;905.00;340.00;0.00;28.25;126.00
Apr 8, 2020 3:00 PM;Apr 8, 2020 4:00 PM;577.00;406.50;25.00;3,277.00;12.00;1,106.75;346.00;0.00;173.00;126.00
Apr 8, 2020 4:00 PM;Apr 8, 2020 5:00 PM;577.00;371.50;19.50;2,580.00;12.00;1,256.00;374.25;0.00;174.50;126.00
Apr 8, 2020 5:00 PM;Apr 8, 2020 6:00 PM;577.00;379.50;20.75;1,671.00;12.00;1,301.50;381.50;0.00;333.00;126.00
Apr 8, 2020 6:00 PM;Apr 8, 2020 7:00 PM;577.00;371.00;22.50;719.25;12.00;1,302.25;405.25;0.00;579.75;126.00
Apr 8, 2020 7:00 PM;Apr 8, 2020 8:00 PM;577.00;381.50;31.25;154.25;12.00;1,302.50;370.00;0.00;1,102.25;126.00
Apr 8, 2020 8:00 PM;Apr 8, 2020 9:00 PM;577.00;450.00;50.50;0.50;12.00;1,303.00;326.50;0.00;1,248.25;126.00
Apr 8, 2020 9:00 PM;Apr 8, 2020 10:00 PM;577.00;469.25;65.75;0.00;12.00;1,301.00;288.75;0.00;823.50;126.00
Apr 8, 2020 10:00 PM;Apr 8, 2020 11:00 PM;577.00;420.50;83.75;0.00;12.00;1,301.50;357.75;0.00;390.25;126.00
Apr 8, 2020 11:00 PM;Apr 9, 2020 12:00 AM;577.00;402.00;74.00;0.00;12.00;1,302.25;313.50;0.00;246.00;126.00
Apr 9, 2020 12:00 AM;Apr 9, 2020 1:00 AM;577.00;483.50;33.75;0.00;12.00;1,308.75;337.00;0.00;285.50;126.00
Apr 9, 2020 1:00 AM;Apr 9, 2020 2:00 AM;577.00;491.75;16.50;0.00;12.00;1,309.50;336.75;0.00;207.25;126.00
Apr 9, 2020 2:00 AM;Apr 9, 2020 3:00 AM;577.00;483.25;10.75;0.00;12.00;1,309.75;333.75;0.00;309.25;126.00
Apr 9, 2020 3:00 AM;Apr 9, 2020 4:00 AM;577.00;413.25;6.25;0.00;12.00;1,312.00;318.50;0.00;181.75;126.00
Apr 9, 2020 4:00 AM;Apr 9, 2020 5:00 AM;577.00;455.75;3.00;0.00;12.00;1,313.00;319.00;0.00;180.00;126.00
Apr 9, 2020 5:00 AM;Apr 9, 2020 6:00 AM;577.00;582.75;2.75;0.00;12.00;1,312.00;357.25;0.00;150.00;126.00
Apr 9, 2020 6:00 AM;Apr 9, 2020 7:00 AM;577.00;534.50;4.00;5.50;12.00;1,309.25;304.25;0.00;546.25;126.00
Apr 9, 2020 7:00 AM;Apr 9, 2020 8:00 AM;577.00;440.25;5.00;262.50;12.00;1,310.75;414.00;0.00;692.00;126.00
Apr 9, 2020 8:00 AM;Apr 9, 2020 9:00 AM;577.00;426.00;3.75;1,031.00;12.00;1,310.00;391.25;0.00;255.00;126.00
Apr 9, 2020 9:00 AM;Apr 9, 2020 10:00 AM;577.00;397.75;3.50;1,966.75;12.00;1,310.25;453.75;19.25;271.50;126.00
Apr 9, 2020 10:00 AM;Apr 9, 2020 11:00 AM;577.00;404.50;1.75;2,750.75;12.00;1,310.50;534.50;28.00;76.25;126.00
Apr 9, 2020 11:00 AM;Apr 9, 2020 12:00 PM;577.00;402.75;6.25;3,324.00;12.00;1,306.50;496.75;28.00;47.50;126.00
Apr 9, 2020 12:00 PM;Apr 9, 2020 1:00 PM;577.00;442.00;13.50;3,541.25;12.00;1,006.00;493.50;28.00;70.50;126.00
Apr 9, 2020 1:00 PM;Apr 9, 2020 2:00 PM;577.00;418.25;23.50;3,569.25;12.00;895.25;487.50;1.00;66.25;126.00
Apr 9, 2020 2:00 PM;Apr 9, 2020 3:00 PM;577.00;426.75;36.00;3,322.25;12.00;895.75;485.00;0.00;62.25;126.00
Apr 9, 2020 3:00 PM;Apr 9, 2020 4:00 PM;577.00;375.00;34.75;2,870.25;12.00;1,022.75;478.75;0.00;18.00;126.00
Apr 9, 2020 4:00 PM;Apr 9, 2020 5:00 PM;577.00;399.50;37.00;2,410.25;12.00;1,263.75;479.75;0.00;18.75;126.00
Apr 9, 2020 5:00 PM;Apr 9, 2020 6:00 PM;577.00;429.50;36.75;1,591.00;12.00;1,298.25;516.50;5.50;289.75;126.00
Apr 9, 2020 6:00 PM;Apr 9, 2020 7:00 PM;577.00;381.75;40.00;716.50;12.00;1,298.50;399.00;0.00;615.75;126.00
Apr 9, 2020 7:00 PM;Apr 9, 2020 8:00 PM;577.00;429.00;56.75;162.25;12.00;1,298.00;319.50;0.00;1,376.50;126.00
Apr 9, 2020 8:00 PM;Apr 9, 2020 9:00 PM;577.00;504.25;82.50;0.75;12.00;1,300.50;338.25;0.00;1,375.00;126.00
Apr 9, 2020 9:00 PM;Apr 9, 2020 10:00 PM;577.00;387.50;113.50;0.00;12.00;1,300.50;316.00;0.00;427.00;126.00
Apr 9, 2020 10:00 PM;Apr 9, 2020 11:00 PM;577.00;505.50;165.00;0.00;12.00;1,303.50;233.75;0.00;629.25;126.00
Apr 9, 2020 11:00 PM;Apr 10, 2020 12:00 AM;577.00;374.50;208.50;0.00;12.00;1,303.25;264.25;0.00;525.50;126.00
Apr 10, 2020 12:00 AM;Apr 10, 2020 1:00 AM;577.00;416.75;206.75;0.00;12.00;1,305.25;322.25;0.00;372.25;126.00
Apr 10, 2020 1:00 AM;Apr 10, 2020 2:00 AM;577.00;423.00;229.50;0.00;12.00;1,309.25;529.50;0.00;271.75;126.00
Apr 10, 2020 2:00 AM;Apr 10, 2020 3:00 AM;577.00;396.50;249.25;0.00;12.00;1,310.75;536.50;0.00;182.25;126.00
Apr 10, 2020 3:00 AM;Apr 10, 2020 4:00 AM;577.00;398.00;250.00;0.00;12.00;1,310.50;494.75;0.00;122.25;126.00
Apr 10, 2020 4:00 AM;Apr 10, 2020 5:00 AM;577.00;373.00;274.00;0.00;12.00;1,312.00;476.25;0.00;119.75;126.00
Apr 10, 2020 5:00 AM;Apr 10, 2020 6:00 AM;577.00;401.50;264.25;0.00;12.00;1,313.75;494.00;0.00;303.25;126.00
Apr 10, 2020 6:00 AM;Apr 10, 2020 7:00 AM;577.00;454.50;228.00;7.00;12.00;1,314.00;523.00;0.00;459.00;126.00
Apr 10, 2020 7:00 AM;Apr 10, 2020 8:00 AM;577.00;471.25;208.00;273.75;12.00;1,312.00;446.25;0.00;593.25;126.00
Apr 10, 2020 8:00 AM;Apr 10, 2020 9:00 AM;577.00;448.75;143.75;1,077.25;12.00;1,314.00;477.75;0.00;449.25;126.00
Apr 10, 2020 9:00 AM;Apr 10, 2020 10:00 AM;577.00;416.25;67.00;2,081.25;12.00;1,312.75;490.25;0.00;215.50;126.00
Apr 10, 2020 10:00 AM;Apr 10, 2020 11:00 AM;577.00;461.25;23.75;2,929.75;12.00;1,309.25;458.00;0.00;106.00;126.00
Apr 10, 2020 11:00 AM;Apr 10, 2020 12:00 PM;577.00;470.75;14.75;3,530.00;12.00;1,305.25;453.00;0.00;35.50;126.00
Apr 10, 2020 12:00 PM;Apr 10, 2020 1:00 PM;577.00;418.50;23.00;3,858.75;12.00;1,303.50;458.25;0.00;149.00;126.00
